measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Low SDI,Both,Age-standardized,Breast cancer,Rate,2003,8.597119001,9.664968743,7.567180091
Deaths,Middle SDI,Both,All ages,Breast cancer,Number,2004,116161.0384,122007.0258,110305.7988
Deaths,Middle SDI,Both,All ages,Breast cancer,Rate,2004,5.606363816,5.888512914,5.323768169
Deaths,Middle SDI,Both,Age-standardized,Breast cancer,Rate,2004,7.096378727,7.462091829,6.717670007
Deaths,Global,Both,All ages,Breast cancer,Number,2007,527870.96,545843.3244,502557.7907
Deaths,Global,Both,All ages,Breast cancer,Rate,2007,7.840117071,8.107048672,7.464157366
Deaths,Global,Both,Age-standardized,Breast cancer,Rate,2007,8.96395638,9.281941693,8.450029209
Deaths,Low SDI,Both,All ages,Breast cancer,Number,2006,31824.4524,35582.51125,28195.48954
Deaths,Low SDI,Both,All ages,Breast cancer,Rate,2006,3.934902393,4.399563798,3.486202932
Deaths,Low SDI,Both,Age-standardized,Breast cancer,Rate,2006,8.68790439,9.743319269,7.656613636
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Number,2005,73661.58889,78990.70135,68150.18325
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Rate,2005,5.068082675,5.434737575,4.688885594
Deaths,Low-middle SDI,Both,Age-standardized,Breast cancer,Rate,2005,7.813288457,8.39687742,7.217342922
Deaths,High-middle SDI,Both,All ages,Breast cancer,Number,2006,139330.4936,143705.4374,133001.0436
Deaths,High-middle SDI,Both,All ages,Breast cancer,Rate,2006,10.5731991,10.905195,10.09288403
Deaths,High-middle SDI,Both,Age-standardized,Breast cancer,Rate,2006,9.576467554,9.880239086,9.082060075
Deaths,High SDI,Both,All ages,Breast cancer,Number,2006,147438.1911,152739.2671,137357.9731
Deaths,High SDI,Both,All ages,Breast cancer,Rate,2006,15.97549979,16.54989193,14.88326907
Deaths,High SDI,Both,Age-standardized,Breast cancer,Rate,2006,10.57116348,10.91334446,9.932489233
Deaths,High-middle SDI,Both,All ages,Breast cancer,Number,2007,141102.7175,145705.5293,134292.7849
Deaths,High-middle SDI,Both,All ages,Breast cancer,Rate,2007,10.62846722,10.97517092,10.11551363
Deaths,High-middle SDI,Both,Age-standardized,Breast cancer,Rate,2007,9.471103159,9.807687085,8.943061328
Deaths,High SDI,Both,All ages,Breast cancer,Number,2004,146110.7509,150825.5506,136576.0152
Deaths,High SDI,Both,All ages,Breast cancer,Rate,2004,16.08240755,16.60136546,15.03291937
Deaths,High SDI,Both,Age-standardized,Breast cancer,Rate,2004,10.94613773,11.26814232,10.3160083
Deaths,Low SDI,Both,All ages,Breast cancer,Number,2005,30874.74936,34329.72287,27227.06927
Deaths,Low SDI,Both,All ages,Breast cancer,Rate,2005,3.921080363,4.359860567,3.457826505
Deaths,Low SDI,Both,Age-standardized,Breast cancer,Rate,2005,8.658434381,9.648371676,7.572640256
Deaths,Global,Both,All ages,Breast cancer,Number,2008,540036.2398,559618.3871,512601.8803
Deaths,Global,Both,All ages,Breast cancer,Rate,2008,7.91921706,8.206374223,7.51691323
Deaths,Global,Both,Age-standardized,Breast cancer,Rate,2008,8.92678791,9.275715518,8.40182414
Deaths,Middle SDI,Both,All ages,Breast cancer,Number,2005,119664.2872,125834.3316,113733.7612
Deaths,Middle SDI,Both,All ages,Breast cancer,Rate,2005,5.714960836,6.009631557,5.4317291
Deaths,Middle SDI,Both,Age-standardized,Breast cancer,Rate,2005,7.099515126,7.472849228,6.73562896
Deaths,Global,Both,All ages,Breast cancer,Number,2009,550620.696,572076.6652,522392.5273
Deaths,Global,Both,All ages,Breast cancer,Rate,2009,7.975987297,8.286786618,7.567089636
Deaths,Global,Both,Age-standardized,Breast cancer,Rate,2009,8.856980932,9.205099498,8.343871678
Deaths,High SDI,Both,All ages,Breast cancer,Number,2005,147169.3653,152210.6119,137247.6682
Deaths,High SDI,Both,All ages,Breast cancer,Rate,2005,16.07714059,16.62785867,14.99327019
Deaths,High SDI,Both,Age-standardized,Breast cancer,Rate,2005,10.78266934,11.11351818,10.14020514
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Number,2006,76221.18338,82363.27697,70692.0911
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Rate,2006,5.164269516,5.58041927,4.789652887
Deaths,Low-middle SDI,Both,Age-standardized,Breast cancer,Rate,2006,7.858589295,8.45952895,7.25501032
Deaths,Global,Both,All ages,Breast cancer,Number,2010,564632.4684,586444.1068,535847.2402
Deaths,Global,Both,All ages,Breast cancer,Rate,2010,8.080816773,8.392977095,7.668852941
Deaths,Global,Both,Age-standardized,Breast cancer,Rate,2010,8.839953283,9.195456289,8.328079033
Deaths,Middle SDI,Both,All ages,Breast cancer,Number,2009,135913.0186,143184.9192,129339.3374
Deaths,Middle SDI,Both,All ages,Breast cancer,Rate,2009,6.225321965,6.558402069,5.924222907
Deaths,Middle SDI,Both,Age-standardized,Breast cancer,Rate,2009,7.147546658,7.524978579,6.747295242
Deaths,High SDI,Both,All ages,Breast cancer,Number,2007,148317.3002,153844.4172,137727.3394
Deaths,High SDI,Both,All ages,Breast cancer,Rate,2007,15.92812205,16.52169133,14.7908428
Deaths,High SDI,Both,Age-standardized,Breast cancer,Rate,2007,10.39252738,10.74139312,9.738999348
Deaths,Low SDI,Both,All ages,Breast cancer,Number,2007,32727.58367,36453.98756,28988.69277
Deaths,Low SDI,Both,All ages,Breast cancer,Rate,2007,3.938385274,4.386814781,3.4884531
Deaths,Low SDI,Both,Age-standardized,Breast cancer,Rate,2007,8.683255754,9.680571983,7.670836397
Deaths,High-middle SDI,Both,All ages,Breast cancer,Number,2008,143356.5866,148261.4231,136610.639
Deaths,High-middle SDI,Both,All ages,Breast cancer,Rate,2008,10.719825,11.08659566,10.21538095
Deaths,High-middle SDI,Both,Age-standardized,Breast cancer,Rate,2008,9.397476162,9.734250389,8.896197115
Deaths,Middle SDI,Both,All ages,Breast cancer,Number,2006,123191.6833,129460.2415,117625.0931
Deaths,Middle SDI,Both,All ages,Breast cancer,Rate,2006,5.81983579,6.115975743,5.556858289
Deaths,Middle SDI,Both,Age-standardized,Breast cancer,Rate,2006,7.092505774,7.445187472,6.749076332
Deaths,High-middle SDI,Both,All ages,Breast cancer,Number,2009,144436.058,149699.0432,137224.672
Deaths,High-middle SDI,Both,All ages,Breast cancer,Rate,2009,10.72513435,11.11593859,10.18965115
Deaths,High-middle SDI,Both,Age-standardized,Breast cancer,Rate,2009,9.243055241,9.592214915,8.729406846
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Number,2007,78677.2406,84945.62407,72824.87691
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Rate,2007,5.250006616,5.668285833,4.859487733
Deaths,Low-middle SDI,Both,Age-standardized,Breast cancer,Rate,2007,7.882118363,8.485345784,7.254461929
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Number,2009,83634.39771,90314.34826,76604.05639
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Rate,2009,5.416992037,5.849651803,4.961637493
Deaths,Low-middle SDI,Both,Age-standardized,Breast cancer,Rate,2009,7.891398011,8.534938655,7.222960652
Deaths,High SDI,Both,All ages,Breast cancer,Number,2011,154047.9269,160472.3935,141749.2143
Deaths,High SDI,Both,All ages,Breast cancer,Rate,2011,16.00247918,16.66985196,14.72489048
Deaths,High SDI,Both,Age-standardized,Breast cancer,Rate,2011,9.853180852,10.20419708,9.192847334
Deaths,Global,Both,All ages,Breast cancer,Number,2011,577279.8585,600391.1804,546019.4743
Deaths,Global,Both,All ages,Breast cancer,Rate,2011,8.163006647,8.489811526,7.720970224
Deaths,Global,Both,Age-standardized,Breast cancer,Rate,2011,8.799662041,9.172732501,8.261452605
Deaths,Global,Both,All ages,Breast cancer,Number,2012,588488.2776,611570.7643,556273.4959
Deaths,Global,Both,All ages,Breast cancer,Rate,2012,8.222308552,8.544815108,7.77220634
Deaths,Global,Both,Age-standardized,Breast cancer,Rate,2012,8.734092128,9.094309459,8.20331014
Deaths,High SDI,Both,All ages,Breast cancer,Number,2009,151121.2247,157197.8794,139703.8964
Deaths,High SDI,Both,All ages,Breast cancer,Rate,2009,15.93738452,16.57823416,14.73330249
Deaths,High SDI,Both,Age-standardized,Breast cancer,Rate,2009,10.11861075,10.47764747,9.450971654
Deaths,High-middle SDI,Both,All ages,Breast cancer,Number,2011,147630.2848,153430.8783,139625.3239
Deaths,High-middle SDI,Both,All ages,Breast cancer,Rate,2011,10.81499387,11.2399296,10.22857216
Deaths,High-middle SDI,Both,Age-standardized,Breast cancer,Rate,2011,8.998829762,9.368289276,8.468580474
Deaths,Middle SDI,Both,All ages,Breast cancer,Number,2007,126660.6736,133251.8276,120981.0124
Deaths,Middle SDI,Both,All ages,Breast cancer,Rate,2007,5.916881425,6.224783445,5.65155928
Deaths,Middle SDI,Both,Age-standardized,Breast cancer,Rate,2007,7.074812333,7.435075226,6.718351487
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Number,2010,87624.19748,95281.90602,80463.28505
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Rate,2010,5.59317198,6.081973956,5.136081178
Deaths,Low-middle SDI,Both,Age-standardized,Breast cancer,Rate,2010,8.003378884,8.674214053,7.349771973
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Number,2011,91471.71703,99812.41272,83789.71516
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Rate,2011,5.755339699,6.280130734,5.271993242
Deaths,Low-middle SDI,Both,Age-standardized,Breast cancer,Rate,2011,8.099535702,8.809375482,7.409499817
Deaths,Middle SDI,Both,All ages,Breast cancer,Number,2011,145698.2828,153703.6432,137505.1503
Deaths,Middle SDI,Both,All ages,Breast cancer,Rate,2011,6.546970252,6.906692106,6.178810836
Deaths,Middle SDI,Both,Age-standardized,Breast cancer,Rate,2011,7.231671094,7.638509752,6.794278853
Deaths,Low SDI,Both,All ages,Breast cancer,Number,2008,33828.17477,37720.47456,29687.68314
Deaths,Low SDI,Both,All ages,Breast cancer,Rate,2008,3.961300497,4.417091245,3.476446328
Deaths,Low SDI,Both,Age-standardized,Breast cancer,Rate,2008,8.720507933,9.725089669,7.649171472
Deaths,Global,Both,All ages,Breast cancer,Number,2013,603007.5714,629490.8393,566820.2566
Deaths,Global,Both,All ages,Breast cancer,Rate,2013,8.326119139,8.691790905,7.826457263
Deaths,Global,Both,Age-standardized,Breast cancer,Rate,2013,8.709218221,9.106895568,8.153347248
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Number,2008,81278.87258,87278.81762,74707.97381
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Rate,2008,5.342798724,5.737200094,4.910866188
Deaths,Low-middle SDI,Both,Age-standardized,Breast cancer,Rate,2008,7.910021036,8.516204294,7.277729498
Deaths,High SDI,Both,All ages,Breast cancer,Number,2008,149974.4238,155707.2941,139140.0512
Deaths,High SDI,Both,All ages,Breast cancer,Rate,2008,15.95627393,16.56621292,14.80356927
Deaths,High SDI,Both,Age-standardized,Breast cancer,Rate,2008,10.270343,10.61632817,9.618909134
Deaths,High-middle SDI,Both,All ages,Breast cancer,Number,2012,148970.8495,154909.6102,140935.5397
Deaths,High-middle SDI,Both,All ages,Breast cancer,Rate,2012,10.83565561,11.26762177,10.25119328
Deaths,High-middle SDI,Both,Age-standardized,Breast cancer,Rate,2012,8.858333639,9.221206478,8.336722647
Deaths,Low SDI,Both,All ages,Breast cancer,Number,2009,35108.44164,39366.10645,31107.21999
Deaths,Low SDI,Both,All ages,Breast cancer,Rate,2009,4.001492506,4.486760806,3.545452371
Deaths,Low SDI,Both,Age-standardized,Breast cancer,Rate,2009,8.774938007,9.814880921,7.754862027
Deaths,High SDI,Both,All ages,Breast cancer,Number,2010,152176.5071,158518.1397,139947.9214
Deaths,High SDI,Both,All ages,Breast cancer,Rate,2010,15.92611677,16.58980385,14.64632735
Deaths,High SDI,Both,Age-standardized,Breast cancer,Rate,2010,9.950891157,10.31205676,9.28153976
Deaths,Middle SDI,Both,All ages,Breast cancer,Number,2010,141196.6238,149233.7195,133573.1645
Deaths,Middle SDI,Both,All ages,Breast cancer,Rate,2010,6.405967993,6.770604032,6.060098276
Deaths,Middle SDI,Both,Age-standardized,Breast cancer,Rate,2010,7.215125996,7.633677764,6.807723666
Deaths,Low SDI,Both,All ages,Breast cancer,Number,2012,39743.51599,44354.04079,35345.74986
Deaths,Low SDI,Both,All ages,Breast cancer,Rate,2012,4.183952682,4.669320349,3.720982939
Deaths,Low SDI,Both,Age-standardized,Breast cancer,Rate,2012,9.039478386,10.04236986,8.001620418
Deaths,High-middle SDI,Both,All ages,Breast cancer,Number,2010,146723.4913,152390.1935,139221.2314
Deaths,High-middle SDI,Both,All ages,Breast cancer,Rate,2010,10.8220883,11.24005512,10.26873369
Deaths,High-middle SDI,Both,Age-standardized,Breast cancer,Rate,2010,9.167296283,9.534728057,8.654513119
Deaths,Middle SDI,Both,All ages,Breast cancer,Number,2008,131200.1605,137560.477,124941.4252
Deaths,Middle SDI,Both,All ages,Breast cancer,Rate,2008,6.065981234,6.360047646,5.776611384
Deaths,Middle SDI,Both,Age-standardized,Breast cancer,Rate,2008,7.109374266,7.459506945,6.751423971
Deaths,High SDI,Both,All ages,Breast cancer,Number,2012,155319.4235,162078.8082,142674.3353
Deaths,High SDI,Both,All ages,Breast cancer,Rate,2012,16.01605129,16.71305782,14.7121295
Deaths,High SDI,Both,Age-standardized,Breast cancer,Rate,2012,9.700973622,10.06248863,9.035346903
Deaths,Low SDI,Both,All ages,Breast cancer,Number,2011,38007.15271,42394.53599,33658.38131
Deaths,Low SDI,Both,All ages,Breast cancer,Rate,2011,4.107363858,4.581500389,3.637400043
Deaths,Low SDI,Both,Age-standardized,Breast cancer,Rate,2011,8.918736493,9.932801604,7.927909934
Deaths,Global,Both,All ages,Breast cancer,Number,2015,638350.6444,669210.1464,600410.2216
Deaths,Global,Both,All ages,Breast cancer,Rate,2015,8.614787384,9.03124823,8.102766791
Deaths,Global,Both,Age-standardized,Breast cancer,Rate,2015,8.733425947,9.156585039,8.171308985
Deaths,Global,Both,All ages,Breast cancer,Number,2014,618873.6472,647064.2358,584947.9312
Deaths,Global,Both,All ages,Breast cancer,Rate,2014,8.447396753,8.832187877,7.984323258
Deaths,Global,Both,Age-standardized,Breast cancer,Rate,2014,8.697609062,9.107217429,8.163010776
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Number,2012,94684.51406,103418.7501,86367.38797
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Rate,2012,5.873640658,6.41545855,5.357697682
Deaths,Low-middle SDI,Both,Age-standardized,Breast cancer,Rate,2012,8.136001295,8.844727911,7.440329073
Deaths,High-middle SDI,Both,All ages,Breast cancer,Number,2015,156835.7242,164320.8744,147136.1533
Deaths,High-middle SDI,Both,All ages,Breast cancer,Rate,2015,11.19156027,11.72568927,10.49941355
Deaths,High-middle SDI,Both,Age-standardized,Breast cancer,Rate,2015,8.659953957,9.080997141,8.098358776
Deaths,Low SDI,Both,All ages,Breast cancer,Number,2015,45693.63659,51232.83864,40570.83416
Deaths,Low SDI,Both,All ages,Breast cancer,Rate,2015,4.463854502,5.00498438,3.963403095
Deaths,Low SDI,Both,Age-standardized,Breast cancer,Rate,2015,9.420555198,10.52523385,8.386586758
Deaths,High-middle SDI,Both,All ages,Breast cancer,Number,2013,150404.9776,156562.1649,141665.0676
Deaths,High-middle SDI,Both,All ages,Breast cancer,Rate,2013,10.86524416,11.31003891,10.23387373
Deaths,High-middle SDI,Both,Age-standardized,Breast cancer,Rate,2013,8.728603987,9.098098699,8.1802325
Deaths,Low SDI,Both,All ages,Breast cancer,Number,2010,36494.99216,40762.07585,32324.42499
Deaths,Low SDI,Both,All ages,Breast cancer,Rate,2010,4.049592511,4.523080766,3.586814015
Deaths,Low SDI,Both,Age-standardized,Breast cancer,Rate,2010,8.837999613,9.862309776,7.8541017
Deaths,High-middle SDI,Both,All ages,Breast cancer,Number,2014,152819.124,159797.8182,144235.6549
Deaths,High-middle SDI,Both,All ages,Breast cancer,Rate,2014,10.97083838,11.47183672,10.35463375
Deaths,High-middle SDI,Both,Age-standardized,Breast cancer,Rate,2014,8.648228527,9.050389678,8.134139839
Deaths,High SDI,Both,All ages,Breast cancer,Number,2013,156833.9132,163901.421,143411.1034
Deaths,High SDI,Both,All ages,Breast cancer,Rate,2013,16.05623582,16.77978833,14.68204452
Deaths,High SDI,Both,Age-standardized,Breast cancer,Rate,2013,9.576571262,9.947083843,8.883793903
Deaths,Global,Both,All ages,Breast cancer,Number,2017,666366.062,706727.2924,620041.7237
Deaths,Global,Both,All ages,Breast cancer,Rate,2017,8.793418555,9.326028502,8.182118973
Deaths,Global,Both,Age-standardized,Breast cancer,Rate,2017,8.634180787,9.158554082,7.998156291
Deaths,Middle SDI,Both,All ages,Breast cancer,Number,2012,149336.6284,157982.4157,141049.7231
Deaths,Middle SDI,Both,All ages,Breast cancer,Rate,2012,6.647336248,7.032181255,6.278465956
Deaths,Middle SDI,Both,Age-standardized,Breast cancer,Rate,2012,7.200815525,7.617535455,6.769552189
Deaths,High SDI,Both,All ages,Breast cancer,Number,2014,157896.2481,165197.9342,144165.9503
Deaths,High SDI,Both,All ages,Breast cancer,Rate,2014,16.0508143,16.79306126,14.65507209
Deaths,High SDI,Both,Age-standardized,Breast cancer,Rate,2014,9.435614054,9.807252711,8.762319617
Deaths,Low SDI,Both,All ages,Breast cancer,Number,2014,43750.9395,49019.255,38663.78914
Deaths,Low SDI,Both,All ages,Breast cancer,Rate,2014,4.379119677,4.906435988,3.869936548
Deaths,Low SDI,Both,Age-standardized,Breast cancer,Rate,2014,9.319554767,10.35654498,8.283747531
Deaths,Global,Both,All ages,Breast cancer,Number,2016,653229.4849,688912.5094,612913.9463
Deaths,Global,Both,All ages,Breast cancer,Rate,2016,8.716044267,9.19216304,8.178113836
Deaths,Global,Both,Age-standardized,Breast cancer,Rate,2016,8.697083025,9.18080568,8.111169871
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Number,2015,110581.5702,122709.3282,98926.93688
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Rate,2015,6.583783744,7.30584381,5.88989248
Deaths,Low-middle SDI,Both,Age-standardized,Breast cancer,Rate,2015,8.694942662,9.618261518,7.786350322
Deaths,Low SDI,Both,All ages,Breast cancer,Number,2013,41720.18974,46667.7031,36918.10976
Deaths,Low SDI,Both,All ages,Breast cancer,Rate,2013,4.280873746,4.788533951,3.788136339
Deaths,Low SDI,Both,Age-standardized,Breast cancer,Rate,2013,9.18823799,10.2521698,8.144001454
Deaths,Global,Both,All ages,Breast cancer,Number,2018,683497.958,727508.7026,633583.9219
Deaths,Global,Both,All ages,Breast cancer,Rate,2018,8.924621587,9.499282032,8.272880233
Deaths,Global,Both,Age-standardized,Breast cancer,Rate,2018,8.626339432,9.160512119,7.981264474
Deaths,Middle SDI,Both,All ages,Breast cancer,Number,2015,164341.7362,175338.3744,153890.1433
Deaths,Middle SDI,Both,All ages,Breast cancer,Rate,2015,7.1126161,7.588544296,6.660277154
Deaths,Middle SDI,Both,Age-standardized,Breast cancer,Rate,2015,7.265383055,7.741840942,6.771415272
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Number,2014,104387.6051,115056.7018,94032.4416
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Rate,2014,6.298899819,6.942688621,5.674054201
Deaths,Low-middle SDI,Both,Age-standardized,Breast cancer,Rate,2014,8.458871033,9.304715205,7.619308283
Deaths,High SDI,Both,All ages,Breast cancer,Number,2015,160432.299,168125.816,146714.3656
Deaths,High SDI,Both,All ages,Breast cancer,Rate,2015,16.19692017,16.97364207,14.81198538
Deaths,High SDI,Both,Age-standardized,Breast cancer,Rate,2015,9.375455988,9.750714954,8.709119263
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Number,2013,99330.08967,109066.6355,90245.64451
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Rate,2013,6.076301527,6.671913476,5.520580414
Deaths,Low-middle SDI,Both,Age-standardized,Breast cancer,Rate,2013,8.28501385,9.058644617,7.525654284
Deaths,High-middle SDI,Both,All ages,Breast cancer,Number,2016,158493.0433,167161.0953,148257.5043
Deaths,High-middle SDI,Both,All ages,Breast cancer,Rate,2016,11.24048098,11.85522767,10.51456658
Deaths,High-middle SDI,Both,Age-standardized,Breast cancer,Rate,2016,8.533412007,9.004432492,7.962330838
Deaths,Middle SDI,Both,All ages,Breast cancer,Number,2014,159565.8814,169159.0153,150313.2204
Deaths,Middle SDI,Both,All ages,Breast cancer,Rate,2014,6.970986724,7.390083891,6.566763862
Deaths,Middle SDI,Both,Age-standardized,Breast cancer,Rate,2014,7.261673149,7.70988878,6.808841901
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Number,2016,115435.8297,129126.1295,101868.0786
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Rate,2016,6.785448955,7.590180305,5.987921162
Deaths,Low-middle SDI,Both,Age-standardized,Breast cancer,Rate,2016,8.810526765,9.82506582,7.777196501
Deaths,Middle SDI,Both,All ages,Breast cancer,Number,2013,154275.2261,163322.1495,145007.7071
Deaths,Middle SDI,Both,All ages,Breast cancer,Rate,2013,6.802694212,7.201614085,6.394047282
Deaths,Middle SDI,Both,Age-standardized,Breast cancer,Rate,2013,7.226352018,7.645326676,6.749033818
Deaths,Low SDI,Both,All ages,Breast cancer,Number,2018,52375.98582,59755.35393,45880.14849
Deaths,Low SDI,Both,All ages,Breast cancer,Rate,2018,4.754750673,5.424657978,4.165051283
Deaths,Low SDI,Both,Age-standardized,Breast cancer,Rate,2018,9.763901732,11.05077399,8.619431666
Deaths,Middle SDI,Both,All ages,Breast cancer,Number,2016,169043.6231,183136.6411,156965.4406
Deaths,Middle SDI,Both,All ages,Breast cancer,Rate,2016,7.245256031,7.849286645,6.727581816
Deaths,Middle SDI,Both,Age-standardized,Breast cancer,Rate,2016,7.259483651,7.845428639,6.735802882
Deaths,High-middle SDI,Both,All ages,Breast cancer,Number,2017,160085.1072,170290.4003,148221.0299
Deaths,High-middle SDI,Both,All ages,Breast cancer,Rate,2017,11.28950746,12.00920422,10.45283007
Deaths,High-middle SDI,Both,Age-standardized,Breast cancer,Rate,2017,8.40837698,8.953719144,7.76647057
Deaths,Global,Both,All ages,Breast cancer,Number,2019,700659.9334,751555.0798,647383.8082
Deaths,Global,Both,All ages,Breast cancer,Rate,2019,9.055420187,9.713195684,8.36687261
Deaths,Global,Both,Age-standardized,Breast cancer,Rate,2019,8.617093362,9.248571114,7.949039691
Deaths,High-middle SDI,Both,All ages,Breast cancer,Number,2019,165933.9971,179587.0875,152738.4665
Deaths,High-middle SDI,Both,All ages,Breast cancer,Rate,2019,11.60050001,12.55499202,10.67799614
Deaths,High-middle SDI,Both,Age-standardized,Breast cancer,Rate,2019,8.308837277,8.996071955,7.628018361
Deaths,High SDI,Both,All ages,Breast cancer,Number,2019,167553.2003,176806.8389,151808.7391
Deaths,High SDI,Both,All ages,Breast cancer,Rate,2019,16.53401579,17.44715745,14.98036496
Deaths,High SDI,Both,Age-standardized,Breast cancer,Rate,2019,9.047907874,9.473263011,8.361888783
Deaths,High SDI,Both,All ages,Breast cancer,Number,2017,162463.2291,170777.8094,147908.4919
Deaths,High SDI,Both,All ages,Breast cancer,Rate,2017,16.19828177,17.02728113,14.74711195
Deaths,High SDI,Both,Age-standardized,Breast cancer,Rate,2017,9.13467381,9.536579251,8.461946042
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Number,2017,119046.7578,133545.2644,104438.2944
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Rate,2017,6.913876789,7.755906341,6.065461279
Deaths,Low-middle SDI,Both,Age-standardized,Breast cancer,Rate,2017,8.831950855,9.896336773,7.786655599
Deaths,High-middle SDI,Both,All ages,Breast cancer,Number,2018,163168.3487,174625.5191,151328.2497
Deaths,High-middle SDI,Both,All ages,Breast cancer,Rate,2018,11.45339952,12.25762136,10.62229848
Deaths,High-middle SDI,Both,Age-standardized,Breast cancer,Rate,2018,8.366852389,8.968777825,7.744264895
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Number,2019,127410.4026,144918.5557,110474.088
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Rate,2019,7.222883921,8.215419498,6.262765816
Deaths,Low-middle SDI,Both,Age-standardized,Breast cancer,Rate,2019,8.941775936,10.15918949,7.766315962
Deaths,High SDI,Both,All ages,Breast cancer,Number,2016,162057.2687,169851.4711,147913.6868
Deaths,High SDI,Both,All ages,Breast cancer,Rate,2016,16.25520152,17.03700126,14.83652543
Deaths,High SDI,Both,Age-standardized,Breast cancer,Rate,2016,9.289271587,9.670465922,8.627344734
Deaths,High SDI,Both,All ages,Breast cancer,Number,2018,164756.372,173559.0227,149527.126
Deaths,High SDI,Both,All ages,Breast cancer,Rate,2018,16.33761091,17.21050147,14.82744476
Deaths,High SDI,Both,Age-standardized,Breast cancer,Rate,2018,9.077886795,9.489758879,8.401433222
Deaths,Middle SDI,Both,All ages,Breast cancer,Number,2019,184786.7531,205342.2264,166333.8092
Deaths,Middle SDI,Both,All ages,Breast cancer,Rate,2019,7.710480893,8.56818623,6.940506483
Deaths,Middle SDI,Both,Age-standardized,Breast cancer,Rate,2019,7.302071788,8.115978317,6.598314059
Deaths,Middle SDI,Both,All ages,Breast cancer,Number,2017,174383.4837,189087.3267,159400.7816
Deaths,Middle SDI,Both,All ages,Breast cancer,Rate,2017,7.402192575,8.026338139,6.76621006
Deaths,Middle SDI,Both,Age-standardized,Breast cancer,Rate,2017,7.282314922,7.895239451,6.663837716
Deaths,Low SDI,Both,All ages,Breast cancer,Number,2016,47725.11308,53484.51238,42196.37656
Deaths,Low SDI,Both,All ages,Breast cancer,Rate,2016,4.549998213,5.099085577,4.022901687
Deaths,Low SDI,Both,Age-standardized,Breast cancer,Rate,2016,9.510636135,10.62557104,8.415167351
Deaths,Low SDI,Both,All ages,Breast cancer,Number,2017,49901.07243,56772.09236,43897.78005
Deaths,Low SDI,Both,All ages,Breast cancer,Rate,2017,4.6419107,5.281068526,4.083470856
Deaths,Low SDI,Both,Age-standardized,Breast cancer,Rate,2017,9.613666973,10.84993032,8.514529505
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Number,2018,122925.8835,138874.3821,107281.1874
Deaths,Low-middle SDI,Both,All ages,Breast cancer,Rate,2018,7.053956963,7.969142762,6.156204514
Deaths,Low-middle SDI,Both,Age-standardized,Breast cancer,Rate,2018,8.871548698,10.01136782,7.765100055
Deaths,Middle SDI,Both,All ages,Breast cancer,Number,2018,179771.3099,196979.75,163951.1178
Deaths,Middle SDI,Both,All ages,Breast cancer,Rate,2018,7.563301816,8.28729179,6.897717923
Deaths,Middle SDI,Both,Age-standardized,Breast cancer,Rate,2018,7.305112499,7.988222609,6.639360054
Deaths,Low SDI,Both,All ages,Breast cancer,Number,2019,54466.64635,62057.26164,47489.72853
Deaths,Low SDI,Both,All ages,Breast cancer,Rate,2019,4.825708671,5.498232141,4.207558388
Deaths,Low SDI,Both,Age-standardized,Breast cancer,Rate,2019,9.825891536,11.12096934,8.586828496
Incidence,Global,Both,All ages,Breast cancer,Number,1990,876992.8187,903815.4237,849689.1559
Incidence,Global,Both,All ages,Breast cancer,Rate,1990,16.39285583,16.89422721,15.88249247
Incidence,Global,Both,Age-standardized,Breast cancer,Rate,1990,21.4440683,22.10062891,20.64719642
Incidence,Global,Both,All ages,Breast cancer,Number,1991,905782.8643,934367.6348,876549.8261
Incidence,Global,Both,All ages,Breast cancer,Rate,1991,16.6726429,17.19879954,16.13455367
Incidence,Global,Both,Age-standardized,Breast cancer,Rate,1991,21.64510232,22.3073442,20.89315681
